transaction_id,date,merchant,category,group,amount,account,type,status,notes
TX00541,2026-04-15,Trader Joes,Groceries,Food,-126.28,Amex Blue Cash,expense,cleared,
TX00542,2026-04-21,Safeway,Groceries,Food,-171.15,Amex Blue Cash,expense,cleared,
TX00543,2026-04-20,Safeway,Groceries,Food,-145.75,Amex Blue Cash,expense,cleared,
TX00544,2026-04-25,Trader Joes,Groceries,Food,-53.88,Amex Blue Cash,expense,cleared,
TX00545,2026-04-22,Trader Joes,Groceries,Food,-104.94,Amex Blue Cash,expense,cleared,
TX00546,2026-04-05,Costco,Groceries,Food,-140.85,Amex Blue Cash,expense,cleared,
TX00547,2026-04-17,Whole Foods,Groceries,Food,-147.52,Amex Blue Cash,expense,cleared,
TX00548,2026-04-14,Trader Joes,Groceries,Food,-102.54,Amex Blue Cash,expense,cleared,
TX00549,2026-04-06,Starbucks,Dining Out,Food,-24.51,Chase Sapphire,expense,cleared,
TX00550,2026-04-16,Local Restaurant,Dining Out,Food,-20.12,Chase Sapphire,expense,cleared,
TX00551,2026-04-07,Starbucks,Dining Out,Food,-40.88,Chase Sapphire,expense,cleared,
TX00552,2026-04-27,Chipotle,Dining Out,Food,-22.2,Chase Sapphire,expense,cleared,
TX00553,2026-04-26,Uber Eats,Dining Out,Food,-71.11,Chase Sapphire,expense,cleared,
TX00554,2026-04-05,Local Restaurant,Dining Out,Food,-32.52,Chase Sapphire,expense,cleared,
TX00555,2026-04-18,DoorDash,Dining Out,Food,-68.48,Chase Sapphire,expense,cleared,
TX00556,2026-04-28,Shell,Fuel,Transport,-68.25,Chase Sapphire,expense,cleared,
TX00557,2026-04-22,Shell,Fuel,Transport,-64.45,Chase Sapphire,expense,cleared,
TX00558,2026-04-14,Exxon,Fuel,Transport,-74.98,Chase Sapphire,expense,cleared,
TX00559,2026-04-09,Chevron,Fuel,Transport,-77.63,Chase Sapphire,expense,cleared,
TX00560,2026-04-05,Best Buy,Shopping,Lifestyle,-127.84,Chase Sapphire,expense,cleared,
TX00561,2026-04-15,Best Buy,Shopping,Lifestyle,-143.33,Chase Sapphire,expense,cleared,
TX00562,2026-04-27,Best Buy,Shopping,Lifestyle,-139.25,Chase Sapphire,expense,cleared,
TX00563,2026-04-18,Target,Shopping,Lifestyle,-102.05,Chase Sapphire,expense,cleared,
TX00564,2026-04-24,Delta Airlines,Travel Fund,Goals,-780.0,Chase Sapphire,expense,cleared,planned travel
TX00565,2026-05-01,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00566,2026-05-15,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00567,2026-05-02,Evergreen Apartments Rent,Rent,Housing,-2450.0,Chase Total Checking,expense,cleared,recurring
TX00568,2026-05-05,Student Loan Servicer,Debt Payment,Finance,-420.0,Chase Total Checking,expense,cleared,recurring
TX00569,2026-05-07,Vanguard Automatic Investment,Investments,Savings,-900.0,Chase Total Checking,investment,cleared,recurring
TX00570,2026-05-08,Ally Emergency Fund Transfer,Emergency Fund,Savings,-650.0,Chase Total Checking,savings,cleared,recurring
TX00571,2026-05-10,Netflix,Entertainment,Lifestyle,-15.49,Chase Sapphire,expense,cleared,recurring
TX00572,2026-05-11,Spotify Family,Entertainment,Lifestyle,-16.99,Amex Blue Cash,expense,cleared,recurring
TX00573,2026-05-12,Geico Auto Insurance,Insurance,Transport,-118.0,Chase Total Checking,expense,cleared,recurring
TX00574,2026-05-18,Electric Utility,Utilities,Housing,-137.0,Chase Total Checking,expense,cleared,recurring
TX00575,2026-05-22,Internet Fiber,Utilities,Housing,-79.99,Chase Total Checking,expense,cleared,recurring
TX00576,2026-05-13,Whole Foods,Groceries,Food,-90.58,Amex Blue Cash,expense,cleared,
TX00577,2026-05-20,Whole Foods,Groceries,Food,-106.66,Amex Blue Cash,expense,cleared,
TX00578,2026-05-21,Safeway,Groceries,Food,-51.31,Amex Blue Cash,expense,cleared,
TX00579,2026-05-27,Costco,Groceries,Food,-108.54,Amex Blue Cash,expense,cleared,
TX00580,2026-05-09,Whole Foods,Groceries,Food,-73.92,Amex Blue Cash,expense,cleared,
TX00581,2026-05-14,Kroger,Groceries,Food,-159.35,Amex Blue Cash,expense,cleared,
TX00582,2026-05-23,Whole Foods,Groceries,Food,-150.64,Amex Blue Cash,expense,cleared,
TX00583,2026-05-11,Trader Joes,Groceries,Food,-56.2,Amex Blue Cash,expense,cleared,
TX00584,2026-05-17,Whole Foods,Groceries,Food,-52.27,Amex Blue Cash,expense,cleared,
TX00585,2026-05-23,Chipotle,Dining Out,Food,-32.6,Chase Sapphire,expense,cleared,
TX00586,2026-05-12,Starbucks,Dining Out,Food,-65.84,Chase Sapphire,expense,cleared,
TX00587,2026-05-01,Uber Eats,Dining Out,Food,-52.11,Chase Sapphire,expense,cleared,
TX00588,2026-05-20,Uber Eats,Dining Out,Food,-14.26,Chase Sapphire,expense,cleared,
TX00589,2026-05-18,Chipotle,Dining Out,Food,-49.59,Chase Sapphire,expense,cleared,
TX00590,2026-05-09,Local Restaurant,Dining Out,Food,-20.71,Chase Sapphire,expense,cleared,
TX00591,2026-05-04,Uber Eats,Dining Out,Food,-41.98,Chase Sapphire,expense,cleared,
TX00592,2026-05-06,Shell,Fuel,Transport,-46.15,Chase Sapphire,expense,cleared,
TX00593,2026-05-11,Shell,Fuel,Transport,-54.23,Chase Sapphire,expense,cleared,
TX00594,2026-05-13,Chevron,Fuel,Transport,-59.86,Chase Sapphire,expense,cleared,
TX00595,2026-05-26,Exxon,Fuel,Transport,-64.71,Chase Sapphire,expense,cleared,
TX00596,2026-05-10,Best Buy,Shopping,Lifestyle,-50.67,Chase Sapphire,expense,cleared,
TX00597,2026-05-01,Amazon,Shopping,Lifestyle,-162.83,Chase Sapphire,expense,cleared,
TX00598,2026-05-04,Best Buy,Shopping,Lifestyle,-44.78,Chase Sapphire,expense,cleared,
TX00599,2026-05-13,Target,Shopping,Lifestyle,-72.09,Chase Sapphire,expense,cleared,
